,corpusid,paper-title,section-title,Sentence,Label,pdf-url
1004,240288953,Answering Open-Domain Questions of Varying Reasoning Steps from Text,conclusion,"irrr achieves competitive results on standard opendomain qa benchmarks, and establishes a strong baseline on b qa, the new unified benchmark we present, which features questions with mixed levels of complexity.",ReSolved,https://www.aclanthology.org/2021.emnlp-main.292.pdf
1005,258841172,IfQA: A Dataset for Open-domain Question Answering under Counterfactual Presuppositions,limitations,"the main limitation of ifqa dataset is that it only covers event-based questions, due to the nature of creating counterfactual presuppositions.",Finding,https://export.arxiv.org/pdf/2305.14010v1.pdf
1006,258841172,IfQA: A Dataset for Open-domain Question Answering under Counterfactual Presuppositions,limitations,"therefore, our dataset is not intended for training general opendomain qa models or evaluate their capabilities.for data collection, we relied heavily on human annotators, both for question annotation and verification.",Finding,https://export.arxiv.org/pdf/2305.14010v1.pdf
1007,258841172,IfQA: A Dataset for Open-domain Question Answering under Counterfactual Presuppositions,limitations,"despite our efforts to mitigate annotator bias by providing explicit instructions and examples and by sampling annotators from diverse populations, it is not possible to completely remove this bias.",Finding,https://export.arxiv.org/pdf/2305.14010v1.pdf
1008,258841172,IfQA: A Dataset for Open-domain Question Answering under Counterfactual Presuppositions,limitations,"in addition, we use heuristic rules to select only a small portion of wikipedia passages and then present them to human annotators (as mentioned in section 3.1.1), which might lead to pattern-oriented bias in the annotated data.for evaluated models, large language models performance on our dataset may preserve biases learned from the web text during pre-training or and make biased judgments as a result.",Finding,https://export.arxiv.org/pdf/2305.14010v1.pdf
1009,233231436,AR-LSAT: Investigating Analytical Reasoning of Text,conclusion,"in this paper, we study the challenging task of analytical reasoning and introduce a dataset ar-lsat to facilitate research on analytical reasoning.",ReSolved,https://arxiv.org/pdf/2104.06598v2.pdf
1010,233231436,AR-LSAT: Investigating Analytical Reasoning of Text,conclusion,"we analyze the knowledge understanding and reasoning ability required for this task and present two basic approaches: a transformer-based approach and a logical-level reasoning framework, named analytical reasoning machine (arm).",ReSolved,https://arxiv.org/pdf/2104.06598v2.pdf
1011,233231436,AR-LSAT: Investigating Analytical Reasoning of Text,conclusion,"arm extracts symbolic knowledge, including participants, facts and rules mentioned in the context and extract logical functions from the rules.",ReSolved,https://arxiv.org/pdf/2104.06598v2.pdf
1012,233231436,AR-LSAT: Investigating Analytical Reasoning of Text,conclusion,"afterwards, it performs deep reasoning to find all the legitimate solutions to the problem posed and finally makes a prediction.",ReSolved,https://arxiv.org/pdf/2104.06598v2.pdf
1013,233231436,AR-LSAT: Investigating Analytical Reasoning of Text,conclusion,"arm sheds a light on the reasoning procedure for analytical reasoning, and each component can be further developed.",ReSolved,https://arxiv.org/pdf/2104.06598v2.pdf
1014,233231436,AR-LSAT: Investigating Analytical Reasoning of Text,conclusion,experiments show that this task is very challenging for current transformer-based pre-trained language models and arm outperforms them with better performance and interpretability.,ReSolved,https://arxiv.org/pdf/2104.06598v2.pdf
1015,233231436,AR-LSAT: Investigating Analytical Reasoning of Text,conclusion,further discussions are made to shed light on important future directions.,Neutral,https://arxiv.org/pdf/2104.06598v2.pdf
1016,222080412,KPQA: A Metric for Generative Question Answering Using Keyphrase Weights,conclusion,"in this paper, we create high-quality human judgments on two genqa datasets, ms-marco and avsd, and show that previous evaluation metrics are poorly correlated with human judgments in terms of the correctness of an answer.",ReSolved,https://www.aclweb.org/anthology/2021.naacl-main.170.pdf
1017,222080412,KPQA: A Metric for Generative Question Answering Using Keyphrase Weights,conclusion,"we propose kpqa-metric, which uses the pre-trained model that can predict the importance weights of words in answers to a given question to be integrated with existing metrics.",ReSolved,https://www.aclweb.org/anthology/2021.naacl-main.170.pdf
1018,222080412,KPQA: A Metric for Generative Question Answering Using Keyphrase Weights,conclusion,"our approach has a dramatically higher correlation with human judgments than existing metrics, showing that our model-based importance weighting is critical to measure the correctness of a generated answer in genqa.",ReSolved,https://www.aclweb.org/anthology/2021.naacl-main.170.pdf
1019,248157463,ASQA: Factoid Questions Meet Long-Form Answers,conclusion,"in contrast to existing datasets for long-form qa, asqa admits a clear notion of correctness that we use to define an overall metric of performance (dr).",ReSolved,https://www.aclanthology.org/2022.emnlp-main.566.pdf
1020,248157463,ASQA: Factoid Questions Meet Long-Form Answers,conclusion,our empirical evaluations demonstrate that dr correlates well with the human judgment; and there is a large gap between human performance and the strong baselines.,ReSolved,https://www.aclanthology.org/2022.emnlp-main.566.pdf
1021,248157463,ASQA: Factoid Questions Meet Long-Form Answers,conclusion,"thus, we believe that asqa is an appealing task for the qa community.",Neutral,https://www.aclanthology.org/2022.emnlp-main.566.pdf
1022,248157463,ASQA: Factoid Questions Meet Long-Form Answers,conclusion,our analysis suggests that strong performance on asqa is contingent upon both high-quality retrieval and summarization. these aspects constitute important directions for future work on asqa.,Finding,https://www.aclanthology.org/2022.emnlp-main.566.pdf
1023,248157463,ASQA: Factoid Questions Meet Long-Form Answers,limitations,"we now make two remarks that we urge the reader to consider when interpreting the results of this work.inter-annotator agreement in section 3.3, we observed that inter-annotator agreement in asqa is higher than in eli5.",Neutral,https://www.aclanthology.org/2022.emnlp-main.566.pdf
1024,248157463,ASQA: Factoid Questions Meet Long-Form Answers,limitations,high inter-annotator agreement in asqa is contingent upon the high inter-annotator agreement in the ambigqa dataset.,Neutral,https://www.aclanthology.org/2022.emnlp-main.566.pdf
1025,248157463,ASQA: Factoid Questions Meet Long-Form Answers,limitations,"indeed, ambigqa disambiguations serve as a shared source of information between the two asqa annotators working on the same instance, potentially inflating the level of agreement.that said, min et al.",Neutral,https://www.aclanthology.org/2022.emnlp-main.566.pdf
1026,248157463,ASQA: Factoid Questions Meet Long-Form Answers,limitations,"(2020) observe that human annotators have a decent level of agreement in constructing the disambiguations in ambigqa, thereby supporting the observation that asqa is more objective than eli5.evaluation metrics second, we caveat that our accuracy metrics (str-em and disambig-f1) only measure the recall of the required information in the long answers.",Neutral,https://www.aclanthology.org/2022.emnlp-main.566.pdf
1027,248157463,ASQA: Factoid Questions Meet Long-Form Answers,limitations,"in cases where the long answer hallucinates incorrect disambiguations or facts, the accuracy metrics may still be high as long as the correct disambiguations are included.",Neutral,https://www.aclanthology.org/2022.emnlp-main.566.pdf
1028,248157463,ASQA: Factoid Questions Meet Long-Form Answers,limitations,"we note, however, that this unnecessary extra information may still be penalized by the rouge-l metric.",Finding,https://www.aclanthology.org/2022.emnlp-main.566.pdf
1029,248157463,ASQA: Factoid Questions Meet Long-Form Answers,limitations,"moreover, in the presence of distractors, we also expect the accuracy of the roberta model used for reading comprehension to degrade, thereby effectively penalizing a low precision.on a separate note, the disambig-f1 metric requires a high-accuracy qa system.",Finding,https://www.aclanthology.org/2022.emnlp-main.566.pdf
1030,248157463,ASQA: Factoid Questions Meet Long-Form Answers,limitations,"hence, for domains that are significantly different from wikipedia, fine-tuning the roberta squadv2 model on the task might be important to ensure the effectiveness of the disambig-f1 metric.",Finding,https://www.aclanthology.org/2022.emnlp-main.566.pdf
1031,248157463,ASQA: Factoid Questions Meet Long-Form Answers,limitations,and receive an answer within a day.,Neutral,https://www.aclanthology.org/2022.emnlp-main.566.pdf
1032,248157463,ASQA: Factoid Questions Meet Long-Form Answers,limitations,"to support this mechanism, we allowed annotators to ""park"" an annotation task they were unsure about and return to it after they have their concerns resolved.annotators' well-being for this study, we recruited annotators who were fully dedicated to our task (8 hours a day for 5 days a week).",ReSolved,https://www.aclanthology.org/2022.emnlp-main.566.pdf
1033,248157463,ASQA: Factoid Questions Meet Long-Form Answers,limitations,"to reduce the pressure on annotators and allow them to work at a comfortable pace, we gave annotators one hour to answer each question and recommended answering ten or more questions per day.",ReSolved,https://www.aclanthology.org/2022.emnlp-main.566.pdf
1034,248157463,ASQA: Factoid Questions Meet Long-Form Answers,limitations,"on average, it took annotators 15 minutes to answer each question with the time consumption slightly decreasing as annotators get familiar with the task.",ReSolved,https://www.aclanthology.org/2022.emnlp-main.566.pdf
1035,248157463,ASQA: Factoid Questions Meet Long-Form Answers,limitations,the compensation rate for the task was set to be $17.8/hour which is higher than the minimum hourly wage in the us.,Neutral,https://www.aclanthology.org/2022.emnlp-main.566.pdf
1036,254685782,MASTER: MULTI-TASK PRE-TRAINED BOTTLE- NECKED MASKED AUTOENCODERS ARE BETTER DENSE RETRIEVERS,conclusion,"in this paper, we proposed master, a multi-task pre-trained bottlenecked masked autoencoder for dense retrieval task.",ReSolved,https://export.arxiv.org/pdf/2212.07841v1.pdf
1037,254685782,MASTER: MULTI-TASK PRE-TRAINED BOTTLE- NECKED MASKED AUTOENCODERS ARE BETTER DENSE RETRIEVERS,conclusion,"in our approach, we adopted a bottlenecked multi-decoder architecture to integrate a variety of pre-training tasks, and devised three types of pre-training tasks about corrupted passages recovering, related passage recovering and plms outputs recovering.",ReSolved,https://export.arxiv.org/pdf/2212.07841v1.pdf
1038,254685782,MASTER: MULTI-TASK PRE-TRAINED BOTTLE- NECKED MASKED AUTOENCODERS ARE BETTER DENSE RETRIEVERS,conclusion,"the three types of tasks focused on compressing the semantic information within the passages, modeling relations among passages, and learning the knowledge from external public generative plms, respectively, leading to more informative and effective dense vectors.",ReSolved,https://export.arxiv.org/pdf/2212.07841v1.pdf
1039,254685782,MASTER: MULTI-TASK PRE-TRAINED BOTTLE- NECKED MASKED AUTOENCODERS ARE BETTER DENSE RETRIEVERS,conclusion,experimental results have shown that our approach outperforms several competitive baselines.,ReSolved,https://export.arxiv.org/pdf/2212.07841v1.pdf
1040,254685782,MASTER: MULTI-TASK PRE-TRAINED BOTTLE- NECKED MASKED AUTOENCODERS ARE BETTER DENSE RETRIEVERS,conclusion,we compare our approach with a variety of methods: of bert on these nlu tasks.,Neutral,https://export.arxiv.org/pdf/2212.07841v1.pdf
1041,254685782,MASTER: MULTI-TASK PRE-TRAINED BOTTLE- NECKED MASKED AUTOENCODERS ARE BETTER DENSE RETRIEVERS,conclusion,it indicates that our multi-task pre-training can also enrich the useful knowledge about nlu tasks for the plm.,ReSolved,https://export.arxiv.org/pdf/2212.07841v1.pdf
1042,252815949,Capturing Global Structural Information in Long Document Question Answering with Compressive Graph Selector Network,conclusion,"to solve the problem of lacking global structure in ldqa methods, we propose compress graph selector network to capture the global structure over the long document when selecting evidence pieces.",ReSolved,https://www.aclanthology.org/2022.emnlp-main.336.pdf
1043,252815949,Capturing Global Structural Information in Long Document Question Answering with Compressive Graph Selector Network,conclusion,extensive experiments demonstrate the strong performance of the model.,ReSolved,https://www.aclanthology.org/2022.emnlp-main.336.pdf
1044,218610721,Can We Predict New Facts with Open Knowledge Graph Embeddings? A Benchmark for Open Link Prediction,conclusion,we proposed the olp task and a method to create an olp benchmark.,ReSolved,https://www.aclweb.org/anthology/2020.acl-main.209.pdf
1045,218610721,Can We Predict New Facts with Open Knowledge Graph Embeddings? A Benchmark for Open Link Prediction,conclusion,"we created the large olp benchmark olpbench, which will be made publicly available.",ReSolved,https://www.aclweb.org/anthology/2020.acl-main.209.pdf
1046,218610721,Can We Predict New Facts with Open Knowledge Graph Embeddings? A Benchmark for Open Link Prediction,conclusion,"we investigated the effect of leakage of evaluation facts, non-relational information, and entity-knowledge during model selection using a prototypical open link prediction model.",ReSolved,https://www.aclweb.org/anthology/2020.acl-main.209.pdf
1047,218610721,Can We Predict New Facts with Open Knowledge Graph Embeddings? A Benchmark for Open Link Prediction,conclusion,our results indicate that most predicted true facts are genuinely new.,ReSolved,https://www.aclweb.org/anthology/2020.acl-main.209.pdf
1048,218610721,Can We Predict New Facts with Open Knowledge Graph Embeddings? A Benchmark for Open Link Prediction,conclusion,jointly in the context of lp.,Neutral,https://www.aclweb.org/anthology/2020.acl-main.209.pdf
1049,225040262,Stronger Transformers for Neural Multi-Hop Question Generation,conclusion,"in this work, we propose a series of strong transformer models for multi-hop qg.",ReSolved,https://arxiv.org/pdf/2010.11374v1.pdf
1050,225040262,Stronger Transformers for Neural Multi-Hop Question Generation,conclusion,"to effectively encode the context documents and the answer, we introduce answer type embeddings and a new sublayer to incorporate the extracted entity-centric graph.",ReSolved,https://arxiv.org/pdf/2010.11374v1.pdf
1051,225040262,Stronger Transformers for Neural Multi-Hop Question Generation,conclusion,we also propose an auxiliary contrastive objective to identify the supporting facts and a data filtering approach to balance the training-test distribution mismatch.,ReSolved,https://arxiv.org/pdf/2010.11374v1.pdf
1052,225040262,Stronger Transformers for Neural Multi-Hop Question Generation,conclusion,experiments on the hotpotqa dataset show that our models outperform the current best approaches by a substantial margin of 5 bleu points.,ReSolved,https://arxiv.org/pdf/2010.11374v1.pdf
1053,225040262,Stronger Transformers for Neural Multi-Hop Question Generation,conclusion,"our analysis further reveals that graph-based components may not be the most critical in improving the performance, but can render complementary strengths to the transformer.  ",ReSolved,https://arxiv.org/pdf/2010.11374v1.pdf
1054,207847640,Blockwise Self-Attention for Long Document Understanding,conclusion,"in this work, we study the lightweight bert model with the goal of achieving both efficiency and effectiveness.",ReSolved,https://www.aclweb.org/anthology/2020.findings-emnlp.232.pdf
1055,207847640,Blockwise Self-Attention for Long Document Understanding,conclusion,"we profile and analyze the memory bottlenecks of bert and focus on optimize dotproduct self-attention, which consumes quadratic memory with respect to the sequence length.",ReSolved,https://www.aclweb.org/anthology/2020.findings-emnlp.232.pdf
1056,207847640,Blockwise Self-Attention for Long Document Understanding,conclusion,"to reduce both time and memory consumption, we present blockbert, which sparsifies the attention matrices to be sparse block matrices.",ReSolved,https://www.aclweb.org/anthology/2020.findings-emnlp.232.pdf
1057,207847640,Blockwise Self-Attention for Long Document Understanding,conclusion,the proposed model achieves time and memory saving without significant loss of performance.,ReSolved,https://www.aclweb.org/anthology/2020.findings-emnlp.232.pdf
1058,239016681,Learning to Solve Complex Tasks by Talking to Agents,conclusion,in this work we motivate a new challenge task of solving complex task by communicating with existing ai agents.,ReSolved,https://arxiv.org/pdf/2110.08542v1.pdf
1059,239016681,Learning to Solve Complex Tasks by Talking to Agents,conclusion,"developing approaches for this challenge, we argue, could allow for more generalizable, privacy-preserving and efficient models.",Neutral,https://arxiv.org/pdf/2110.08542v1.pdf
1060,239016681,Learning to Solve Complex Tasks by Talking to Agents,conclusion,"towards this goal, we introduce a new benchmark dataset commaqa which involves multihop questions with three multi-hop reasoning challenges, all solvable by composing four qa agents.",ReSolved,https://arxiv.org/pdf/2110.08542v1.pdf
1061,239016681,Learning to Solve Complex Tasks by Talking to Agents,conclusion,each agent has an internal knowledge base (similar to ai assistants or large lms) that can be queried via natural language queries.,ReSolved,https://arxiv.org/pdf/2110.08542v1.pdf
1062,239016681,Learning to Solve Complex Tasks by Talking to Agents,conclusion,"experiments with state-of-art language models indicated that they struggle to solve commaqa, even when provided with agents' internal knowledge.",Finding,https://arxiv.org/pdf/2110.08542v1.pdf
1063,239016681,Learning to Solve Complex Tasks by Talking to Agents,conclusion,"in contrast, a model that is able to learn to communicate with the agents, albeit using annotated decompositions, is able to solve this task.",Neutral,https://arxiv.org/pdf/2110.08542v1.pdf
1064,239016681,Learning to Solve Complex Tasks by Talking to Agents,conclusion,this indicates the need and potential of such approaches to solve complex tasks.,Neutral,https://arxiv.org/pdf/2110.08542v1.pdf
1065,239016681,Learning to Solve Complex Tasks by Talking to Agents,conclusion,we hope this dataset will enable future work on learning to communicate with agents without relying on this additional supervision.,ReSolved,https://arxiv.org/pdf/2110.08542v1.pdf
1066,239016681,Learning to Solve Complex Tasks by Talking to Agents,conclusion,theory 1: what movies have people from the country $1 acted in?,Neutral,https://arxiv.org/pdf/2110.08542v1.pdf
1067,248299683,STANDING ON THE SHOULDERS OF GIANT FROZEN LANGUAGE MODELS,conclusions,"while fine-tuning huge lms can often yield excellent performance, this approach is expensive at training time, requires serving a plethora of models at runtime, and provides poor adaptability in the face of variations in the targeted task.",Finding,https://arxiv.org/pdf/2204.10019v1.pdf
1068,248299683,STANDING ON THE SHOULDERS OF GIANT FROZEN LANGUAGE MODELS,conclusions,"this paper has shown that a better alternative exists: freezing a single, huge pretrained lm and learning much smaller neural modules that specialize the lm to different tasks.",ReSolved,https://arxiv.org/pdf/2204.10019v1.pdf
1069,248299683,STANDING ON THE SHOULDERS OF GIANT FROZEN LANGUAGE MODELS,conclusions,"while prompt tuning, prefix tuning, and other existing frozen model methods cited above can be seen as a simple instantiations of this idea, this paper shows that much more complex architectures can achieve much stronger performance.",ReSolved,https://arxiv.org/pdf/2204.10019v1.pdf
1070,251223486,Few-shot Adaptation Works with UnpredicTable Data,conclusion,"we produced unpredictable, a dataset of 413,299 diverse few-shot learning tasks from internet tables.",ReSolved,https://export.arxiv.org/pdf/2208.01009v2.pdf
1071,251223486,Few-shot Adaptation Works with UnpredicTable Data,conclusion,finetuning on unpredictable improves the fsl ability of lms.,ReSolved,https://export.arxiv.org/pdf/2208.01009v2.pdf
1072,251223486,Few-shot Adaptation Works with UnpredicTable Data,conclusion,"however, the size of our dataset is not the key factor in its success.",Neutral,https://export.arxiv.org/pdf/2208.01009v2.pdf
1073,251223486,Few-shot Adaptation Works with UnpredicTable Data,conclusion,"we find that certain narrow datasets (even ones made of trivia) are even more helpful than diverse, curated nlp datasets.",ReSolved,https://export.arxiv.org/pdf/2208.01009v2.pdf
1074,251223486,Few-shot Adaptation Works with UnpredicTable Data,conclusion,"finetuning on these narrow datasets leads to strong improvements on the same test tasks as finetuning on diverse, curated nlp datasets.",ReSolved,https://export.arxiv.org/pdf/2208.01009v2.pdf
1075,251223486,Few-shot Adaptation Works with UnpredicTable Data,conclusion,"this suggests that finetuning on these datasets cause domain-agnostic fsl gains, though we were unable to find clear patterns to explain why this happens for some data and not others.",Finding,https://export.arxiv.org/pdf/2208.01009v2.pdf
1076,251223486,Few-shot Adaptation Works with UnpredicTable Data,conclusion,our results question common wisdom that task diversity is necessary for adapting lms to fsl.,Neutral,https://export.arxiv.org/pdf/2208.01009v2.pdf
1077,251223486,Few-shot Adaptation Works with UnpredicTable Data,conclusion,"we hope our work spurs investigation on what data causes few-shot learning to emerge, both to develop better datasets and to better understand how training data leads to unexpected behaviors or failures.  ",ReSolved,https://export.arxiv.org/pdf/2208.01009v2.pdf
1078,236447339,QA Dataset Explosion: A Taxonomy of NLP Resources for Question Answering and Reading Comprehension,conclusion,the number of qa/rc datasets produced by the nlp community is large and growing rapidly.,Neutral,https://export.arxiv.org/pdf/2107.12708v2.pdf
1079,236447339,QA Dataset Explosion: A Taxonomy of NLP Resources for Question Answering and Reading Comprehension,conclusion,"we have presented the most extensive survey of the field to date, identifying the key dimensions along which the current datasets vary.",ReSolved,https://export.arxiv.org/pdf/2107.12708v2.pdf
1080,253117139,Analyzing Multi-Task Learning for Abstractive Text Summarization,conclusion & future work,"in this work, we studied the influence of multi-task learning combinations of task families during the pre-finetuning stage for english abstractive text summarization.",ReSolved,https://export.arxiv.org/pdf/2210.14606v2.pdf
1081,253117139,Analyzing Multi-Task Learning for Abstractive Text Summarization,conclusion & future work,"we trained three different training strategies, six task families composed of 18 tasks, and evaluated two downstream tasks.",ReSolved,https://export.arxiv.org/pdf/2210.14606v2.pdf
1082,211832082,"A Survey of Antimicrobial Resistance Determinants in Category A Select Agents, Exempt Strains, and Near-Neighbor Species",conclusions,both pcr and microarrays are valuable tools for the tracking the genetic underpinnings of amr resistance.,Neutral,
1083,211832082,"A Survey of Antimicrobial Resistance Determinants in Category A Select Agents, Exempt Strains, and Near-Neighbor Species",conclusions,"here, we used two complementary technologies-microarray analysis and hrma-to survey 127 select agents, exempt strains, and near-neighbor species for a broad variety of resistance mechanisms acquired through both horizontal transfer and gene mutations.",ReSolved,
1084,211832082,"A Survey of Antimicrobial Resistance Determinants in Category A Select Agents, Exempt Strains, and Near-Neighbor Species",conclusions,"to our knowledge, this is the largest survey of category a agents, exempt strains, and near-neighbor species for genes covering multiple mechanisms of amr.",ReSolved,
1085,247779047,Understanding Questions that Arise When Working with Business Documents,limitations and future work,"in this work we focused only on word documents as a common document type where users can author, copy-edit, or read content.",Neutral,https://export.arxiv.org/pdf/2203.15073v2.pdf
1086,247779047,Understanding Questions that Arise When Working with Business Documents,limitations and future work,"indeed, the organization where we deployed our studies primarily uses word for business documents.",Neutral,https://export.arxiv.org/pdf/2203.15073v2.pdf
1087,247779047,Understanding Questions that Arise When Working with Business Documents,limitations and future work,"the focus on word rather than e.g., pdfs or web pages also allowed us to obtain questions about documents at various stages of development, not just finalized manuscripts.",ReSolved,https://export.arxiv.org/pdf/2203.15073v2.pdf
1088,247779047,Understanding Questions that Arise When Working with Business Documents,limitations and future work,"future work can investigate the types of questions that arise when users interact with other file types such as pdf, excel, and powerpoint.",Finding,https://export.arxiv.org/pdf/2203.15073v2.pdf
1089,247779047,Understanding Questions that Arise When Working with Business Documents,limitations and future work,"because each file type is used for different purposes (e.g., excel documents for long-term book-keeping [27]) and possibly containing content at different levels of abstraction, the extent to which question answering in these documents can be automated and the kinds of expertise knowledge workers need may be different from the word documents in our study.because all questions had to first pass through the knowledge workers' system, the majority of the responses that participants received from the q&a system had a delay.",Neutral,https://export.arxiv.org/pdf/2203.15073v2.pdf
1090,247779047,Understanding Questions that Arise When Working with Business Documents,limitations and future work,"therefore, it is possible that participants would have asked different questions if the responses had been provided instantaneously.",Neutral,https://export.arxiv.org/pdf/2203.15073v2.pdf
1091,247779047,Understanding Questions that Arise When Working with Business Documents,limitations and future work,another property that could have conceivably impacted the types of questions users asked is the quality of the answers that they received.,Finding,https://export.arxiv.org/pdf/2203.15073v2.pdf
1092,247779047,Understanding Questions that Arise When Working with Business Documents,limitations and future work,"to understand if the types of questions by a user changed over time as they gained familiarity with the system, we examined the questions that were posted by the same user both across different documents or on the same document.",Neutral,https://export.arxiv.org/pdf/2203.15073v2.pdf
1093,247779047,Understanding Questions that Arise When Working with Business Documents,limitations and future work,"we observed that some users posted multiple questions in succession and close together in time, e.g., in the span of a few minutes.",ReSolved,https://export.arxiv.org/pdf/2203.15073v2.pdf
1094,247779047,Understanding Questions that Arise When Working with Business Documents,limitations and future work,"although these users would realize that the system does not provide answers instantaneously, their cluster of initial questions would not be impacted by the expectation of a long delay, their perceived capabilities of the system, or the quality of the answers.",Neutral,https://export.arxiv.org/pdf/2203.15073v2.pdf
1095,247779047,Understanding Questions that Arise When Working with Business Documents,limitations and future work,"in fact, although we had specified in the consent form that there may be a delay in the responses that participants would receive from the q&a system, some end-of-study survey responses indicated that a number of participants had in fact not noticed this point and had asked their first few questions expecting instantaneous answers-""i was initially confused by the delay of asking the question in the document and then waiting for an email that told me to go back to the document.",Neutral,https://export.arxiv.org/pdf/2203.15073v2.pdf
1096,247779047,Understanding Questions that Arise When Working with Business Documents,limitations and future work,it seemed a bit redundant to get an email about it vs. just a notification in the word doc itself and telling me it was working on it or something.,Neutral,https://export.arxiv.org/pdf/2203.15073v2.pdf
1097,247779047,Understanding Questions that Arise When Working with Business Documents,limitations and future work,"for a plug-in, however, i would expect less of a delay. """,Neutral,https://export.arxiv.org/pdf/2203.15073v2.pdf
1098,247779047,Understanding Questions that Arise When Working with Business Documents,limitations and future work,"therefore, the first few questions from these participants could help with the generalizability of our results.the delay or the quality of answers however, may have influenced those users who submitted questions after receiving answers from the system.",Neutral,https://export.arxiv.org/pdf/2203.15073v2.pdf
1099,247779047,Understanding Questions that Arise When Working with Business Documents,limitations and future work,"upon examination, we found that in many instances, when users received answers to their previous questions, they explored increasingly more sophisticated questions of various types, e.g., content-related, concerning metadata, or seeking external information.",Neutral,https://export.arxiv.org/pdf/2203.15073v2.pdf
1100,247779047,Understanding Questions that Arise When Working with Business Documents,limitations and future work,"for instance, one participant started by asking simple metadata questions (""who is the author?"") and proceeded to ask questions on a scanned document that needed not only complex reasoning, but also optical character recognition (ocr): ""what is the total score?"" on a document where handwritten scores were given to each question.",Neutral,https://export.arxiv.org/pdf/2203.15073v2.pdf
1101,247779047,Understanding Questions that Arise When Working with Business Documents,limitations and future work,this finding suggests that the answers may have in fact encouraged users to be liberal with the types of questions they wished to subsequently ask.,Neutral,https://export.arxiv.org/pdf/2203.15073v2.pdf
1102,247779047,Understanding Questions that Arise When Working with Business Documents,limitations and future work,"this exploration could be due to users gaining confidence that the system can in fact handle the types of questions with which they need support or could be because they wished to test the limits of its abilities.nevertheless, the characterization that we present in the paper also includes the questions users submitted in the experience sampling phase, where participants could imagine a sophisticated system with any or no delay.",Neutral,https://export.arxiv.org/pdf/2203.15073v2.pdf
1103,247779047,Understanding Questions that Arise When Working with Business Documents,limitations and future work,"the set of questions in that phase of the study could further help with generalizability of our results, e.g., to settings where not all questions necessarily experience a delay.it is conceivable that the types of questions about a document may vary with the document type.",Neutral,https://export.arxiv.org/pdf/2203.15073v2.pdf
1104,247779047,Understanding Questions that Arise When Working with Business Documents,limitations and future work,"in phase 2 where we had access to the documents, we observed that the document distribution was in fact very varied and included project proposals and timelines, value propositions, design specifications, service instructions, management training, protocols, faqs, whitepaper reports, strategy planning, customer feedback, research findings, etc. from various domains.",Neutral,https://export.arxiv.org/pdf/2203.15073v2.pdf
1105,247779047,Understanding Questions that Arise When Working with Business Documents,limitations and future work,"with this diverse set of document types, investigating the relationship between types of questions and types of documents would require collecting far more questions by running the study for a long time.the setup of our q&a system was such that users submitted one-shot questions as there were no affordances for following up on previously asked questions.",Finding,https://export.arxiv.org/pdf/2203.15073v2.pdf
1106,247779047,Understanding Questions that Arise When Working with Business Documents,limitations and future work,"future work should investigate whether the types of questions that users ask a document q&a system differ if the system provides the users with the means for following up on their previous questions or multi-round conversations with the assistant.another area for future work would be to explore the context of user needs including when users need different types of assistance with their documents, what they do before the seek help, and what they do after they receive answers.",Finding,https://export.arxiv.org/pdf/2203.15073v2.pdf
1107,247779047,Understanding Questions that Arise When Working with Business Documents,limitations and future work,"to minimize concerns about the confidentiality of the business data, the contextual information that we collected in our study concerned the metadata of the document (e.g., file size, last modified date, etc.) and not the content.",Finding,https://export.arxiv.org/pdf/2203.15073v2.pdf
1108,247779047,Understanding Questions that Arise When Working with Business Documents,limitations and future work,"for the same reason, we did not track a user's modification of the document before or after the user posted a question; the metadata was collected upon the user's submission of a question.",Neutral,https://export.arxiv.org/pdf/2203.15073v2.pdf
1109,247779047,Understanding Questions that Arise When Working with Business Documents,limitations and future work,"therefore, given the data we collected, we cannot examine the context of user needs.",Finding,https://export.arxiv.org/pdf/2203.15073v2.pdf
1110,247779047,Understanding Questions that Arise When Working with Business Documents,limitations and future work,future work can study this question through interviews and user-produced logs.,Finding,https://export.arxiv.org/pdf/2203.15073v2.pdf
1111,247779047,Understanding Questions that Arise When Working with Business Documents,conclusion,we studied users' information needs when working with their business documents as a first step towards building document assistants that can handle a variety of user requests.,Neutral,https://export.arxiv.org/pdf/2203.15073v2.pdf
1112,247779047,Understanding Questions that Arise When Working with Business Documents,conclusion,"to understand users' actual needs, it was important to collect their document-centric questions in-situ. therefore, we conducted two user studies.",ReSolved,https://export.arxiv.org/pdf/2203.15073v2.pdf
1113,247779047,Understanding Questions that Arise When Working with Business Documents,conclusion,"in the first study, we performed experience sampling of users' questions via a microsoft word add-in as users were working with their documents.",ReSolved,https://export.arxiv.org/pdf/2203.15073v2.pdf
1114,247779047,Understanding Questions that Arise When Working with Business Documents,conclusion,"in the second, users submitted their questions via an add-in and received answers from a human-in-the-loop document q&a system that complemented a question-answering ai with human intelligence.",ReSolved,https://export.arxiv.org/pdf/2203.15073v2.pdf
1115,247779047,Understanding Questions that Arise When Working with Business Documents,conclusion,"we characterized the distributions of questions and observed that the types of questions do indeed vary by whether the user is an author, a reviewer, or a reader of the document.",ReSolved,https://export.arxiv.org/pdf/2203.15073v2.pdf
1116,247779047,Understanding Questions that Arise When Working with Business Documents,conclusion,"in addition, the questions gave us insight into what types of request can be automated and whether particular skillsets or roles within the document are needed from human respondents in a document digital assistant that is co-powered by artificial and human intelligence.",ReSolved,https://export.arxiv.org/pdf/2203.15073v2.pdf
